date,SPOSTMIN,Ride
2016-01-14,21.44927536231884,Expedition Everest
2016-01-15,25.8,Expedition Everest
2016-01-16,39.91150442477876,Expedition Everest
2016-01-17,37.64705882352941,Expedition Everest
2016-01-18,42.31707317073171,Expedition Everest
2016-01-19,21.171875,Expedition Everest
2016-01-20,16.25,Expedition Everest
2016-01-21,23.134328358208954,Expedition Everest
2016-01-22,13.071428571428571,Expedition Everest
2016-01-23,24.838709677419356,Expedition Everest
2016-01-24,71.22448979591837,Expedition Everest
2016-01-25,20.443037974683545,Expedition Everest
2016-01-26,15.76923076923077,Expedition Everest
2016-01-27,7.454545454545454,Expedition Everest
2016-01-28,9.545454545454545,Expedition Everest
2016-01-29,34.78260869565217,Expedition Everest
2016-01-30,30.759493670886076,Expedition Everest
2016-01-31,33.37662337662338,Expedition Everest
2016-02-01,27.73972602739726,Expedition Everest
2016-02-02,9.090909090909092,Expedition Everest
2016-02-03,12.297297297297296,Expedition Everest
2016-02-04,19.253731343283583,Expedition Everest
2016-02-05,39.23809523809524,Expedition Everest
2016-02-06,30.59633027522936,Expedition Everest
2016-02-07,39.626168224299064,Expedition Everest
2016-02-08,43.7,Expedition Everest
2016-02-09,23.876404494382022,Expedition Everest
2016-02-10,23.9873417721519,Expedition Everest
2016-02-11,33.72549019607843,Expedition Everest
2016-02-12,34.27835051546392,Expedition Everest
2016-02-13,45.77235772357724,Expedition Everest
2016-02-14,52.30088495575221,Expedition Everest
2016-02-15,39.010416666666664,Expedition Everest
2016-02-16,26.893203883495147,Expedition Everest
2016-02-17,21.197916666666668,Expedition Everest
2016-02-18,20.06024096385542,Expedition Everest
2016-02-19,27.023809523809526,Expedition Everest
2016-02-20,33.737864077669904,Expedition Everest
2016-02-21,22.47252747252747,Expedition Everest
2016-02-22,25.569620253164558,Expedition Everest
2016-02-23,19.166666666666668,Expedition Everest
2016-02-24,7.0,Expedition Everest
2016-02-25,25.357142857142858,Expedition Everest
2016-02-26,26.733333333333334,Expedition Everest
2016-02-27,33.55,Expedition Everest
2016-02-28,42.79220779220779,Expedition Everest
2016-02-29,20.958904109589042,Expedition Everest
2016-03-01,13.26923076923077,Expedition Everest
2016-03-02,14.104477611940299,Expedition Everest
2016-03-03,15.0,Expedition Everest
2016-03-04,21.349206349206348,Expedition Everest
2016-03-05,34.15492957746479,Expedition Everest
2016-03-06,37.53012048192771,Expedition Everest
2016-03-07,29.055555555555557,Expedition Everest
2016-03-08,23.470588235294116,Expedition Everest
2016-03-09,22.4025974025974,Expedition Everest
2016-03-10,18.60759493670886,Expedition Everest
2016-03-11,28.705882352941178,Expedition Everest
2016-03-12,39.271844660194176,Expedition Everest
