Date,Actual Line Time
2018-06-25,30.666666666666668
2018-06-26,22.0
2018-06-27,
2018-06-28,10.0
2018-06-29,22.0
2018-06-30,8.5
2018-07-01,21.0
2018-07-02,80.0
2018-07-03,76.33333333333333
2018-07-04,62.0
2018-07-05,35.0
2018-07-06,21.25
2018-07-07,25.0
2018-07-08,
2018-07-09,
2018-07-10,47.5
2018-07-11,20.333333333333332
2018-07-12,7.0
2018-07-13,13.0
2018-07-14,
2018-07-15,13.333333333333334
2018-07-16,30.0
2018-07-17,13.0
2018-07-18,41.333333333333336
2018-07-19,20.5
2018-07-20,88.0
2018-07-21,39.333333333333336
2018-07-22,26.333333333333332
2018-07-23,1.0
2018-07-24,16.0
2018-07-25,36.0
2018-07-26,
2018-07-27,5.6
2018-07-28,7.0
2018-07-29,1.0
2018-07-30,
