date,SACTMIN,WDW_TICKET_SEASON,SEASON,HOLIDAYPX,HOLIDAYM,HOLIDAY,WDWTICKETSEASON,WDWevent,WDWrace,WDWSEASON,WDWMAXTEMP,WDWMINTEMP,WDWMEANTEMP,MKevent,EPevent,HSevent,AKeventN,AKevent,inSession,inSession_Enrollment,inSession_wdw,inSession_dlr,inSession_sqrt_WDW,inSession_sqrt_DLR,inSession_California,inSession_DC,inSession_Central_FL,inSession_Drive1_FL,inSession_Drive2_FL,inSession_Drive_CA,inSession_Florida,inSession_Mardi_Gras,inSession_Midwest,inSession_NY_NJ,inSession_NY_NJ_PA,inSession_New_England,inSession_New_Jersey,inSession_Nothwest,INSESSION_PLANES,inSession_Southwest,SUNSET_WDW,MKEMHMORN,MKEMHEVE,MKHOURSEMH,EPEMHMORN,EPEMHEVE,EPHOURSEMH,HSEMHMORN,HSEMHEVE,HSHOURSEMH,AKEMHMORN,AKEMHEVE,AKHOURSEMH,MKOPEN,MKCLOSE,MKHOURS,MKEMHOPEN,MKEMHCLOSE,EPOPEN,EPCLOSE,EPHOURS,EPEMHOPEN,EPEMHCLOSE,HSOPEN,HSCLOSE,HSHOURS,HSEMHOPEN,HSEMHCLOSE,AKOPEN,AKCLOSE,AKHOURS,AKEMHOPEN,AKEMHCLOSE,MKDAYSBEFORENONEVENT,MKDAYSSINCENONEVENT,MKEVENTSTREAK,MKEVENTSTREAK_F,PARTYSEASON_WDW,WDWMINTEMP_mean,WEATHER_WDWHIGH,WEATHER_WDWLOW,WEATHER_WDWPRECIP,CapacityLost_MK,CapacityLost_EP,CapacityLost_HS,CapacityLost_AK,CapacityLostWGT_MK,CapacityLostWGT_EP,CapacityLostWGT_HS,CapacityLostWGT_AK,EP09CAPACITY,HS20CAPACITY,MKPRDDAY,MKPRDDT1,MKPRDDT2,MKPRDNGT,MKPRDNT1,MKPRDNT2,MKFIREWK,MKFIRET1,MKFIRET2,EPFIREWK,EPFIRET1,EPFIRET2,HSFIREWK,HSFIRET1,HSFIRET2,HSSHWNGT,HSSHWNT1,HSSHWNT2,AKSHWNGT,AKSHWNT1,AKSHWNT2
2016-01-27,20.0,,WINTER,10,0,0,,0,0,WINTER,66.33,63.51,64.92,0,0,0,,0,96%,99%,100%,92%,99%,95%,90%,100%,100%,100%,100%,93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,18:02,0,1,13.0,0,0,12.0,0,0,11.0,0,0,8.0,9:00,20:00,11.0,,22:00,9:00,21:00,12.0,,,9:00,20:00,11.0,,,9:00,17:00,8.0,,,1,1,0,0,NONE,53.44571429,71.3,50.5,0.08,364764,369664,297371,223578,35662636,35674236,28740529,21797822,1600,1000,1,15:00,,1,19:00,,1,20:00,,1,21:00,,1,20:00,,1,19:00,,0,,
2016-01-28,16.75,,WINTER,11,0,0,,0,0,WINTER,65.99,61.01,63.5,0,0,0,,0,96%,99%,100%,92%,99%,95%,90%,100%,100%,100%,100%,93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,18:03,0,0,11.0,1,0,13.0,0,0,11.0,0,0,8.0,9:00,20:00,11.0,,,9:00,21:00,12.0,8:00,,9:00,20:00,11.0,,,9:00,17:00,8.0,,,1,1,0,0,NONE,52.415,71.4,50.6,0.08,364764,369664,297371,223578,35662636,35674236,28740529,21797822,1600,1000,1,15:00,,1,19:00,,1,20:00,,1,21:00,,1,20:00,,1,19:00,,0,,
2016-01-29,35.0,,WINTER,10,0,0,,0,0,WINTER,65.44,49.89,57.67,0,0,0,,0,96%,98%,100%,75%,99%,90%,86%,100%,100%,100%,100%,91%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,18:04,1,0,15.0,0,0,12.0,0,1,13.5,0,0,8.5,9:00,23:00,14.0,8:00,,9:00,21:00,12.0,,,9:00,20:30,11.5,,22:30,9:00,17:30,8.5,,,1,1,0,0,NONE,49.57214286,71.5,50.8,0.08,364764,369664,297371,223578,35662636,35674236,28740529,21797822,1600,1000,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,20:00,,2,19:00,21:00,0,,
2016-01-30,19.2,,WINTER,9,0,0,,0,0,WINTER,70.53,47.38,58.96,0,0,0,,0,96%,98%,100%,75%,99%,90%,86%,100%,100%,100%,100%,91%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,18:04,0,0,17.0,0,0,12.0,0,0,11.5,1,0,11.5,8:00,1:00,17.0,,,9:00,21:00,12.0,,,9:00,20:30,11.5,,,8:00,18:30,10.5,7:00,,1,1,0,0,NONE,48.95857143,71.5,50.9,0.04,364764,369664,297371,223578,35662636,35674236,28740529,21797822,1600,1000,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,20:00,,2,19:00,21:00,0,,
2016-01-31,12.285714285714286,,WINTER,8,0,0,,0,0,WINTER,71.75,53.56,62.66,0,0,0,,0,94%,97%,99%,91%,98%,94%,90%,94%,100%,100%,100%,93%,100%,100%,93%,100%,100%,100%,100%,100%,100%,93%,18:05,0,0,14.0,0,0,12.0,1,0,12.0,0,0,10.5,9:00,23:00,14.0,,,9:00,21:00,12.0,,,9:00,20:00,11.0,8:00,,8:00,18:30,10.5,,,1,1,0,0,NONE,49.18285714,71.6,51.1,0.08,364764,369664,297371,223578,35662636,35674236,28740529,21797822,1600,1000,1,15:00,,2,20:00,22:00,1,21:00,,1,21:00,,1,20:00,,1,19:00,,0,,
2016-02-01,14.8,,WINTER,7,0,0,,0,0,WINTER,80.89,61.78,71.34,0,0,0,,0,94%,97%,99%,91%,98%,94%,90%,94%,100%,100%,100%,93%,100%,100%,93%,100%,100%,100%,100%,100%,100%,93%,18:06,0,0,14.0,0,0,12.0,0,0,11.0,1,0,9.0,9:00,23:00,14.0,,,9:00,21:00,12.0,,,9:00,20:00,11.0,,,9:00,17:00,8.0,8:00,,1,1,0,0,NONE,50.94642857,71.7,51.3,0.04,364764,369664,297371,223578,35662636,35674236,28740529,21797822,1600,1000,1,15:00,,2,19:00,21:00,1,20:00,,1,21:00,,1,20:00,,1,19:00,,0,,
2016-02-02,22.25,,WINTER,6,0,0,,0,0,WINTER,82.04,62.82,72.43,0,0,0,,0,96%,99%,100%,92%,99%,95%,90%,100%,100%,100%,100%,93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,18:07,0,0,11.0,0,1,14.0,0,0,11.0,0,0,8.5,9:00,20:00,11.0,,,9:00,21:00,12.0,,23:00,9:00,20:00,11.0,,,9:00,17:30,8.5,,,1,1,0,0,NONE,55.46,71.8,51.4,0.08,364764,369664,297371,223578,35662636,35674236,28740529,21797822,1600,1000,1,15:00,,1,19:00,,1,20:00,,1,21:00,,1,20:00,,1,19:00,,0,,
2016-02-03,19.0,,WINTER,5,0,0,,0,0,WINTER,82.44,67.79,75.12,0,0,0,,0,96%,99%,100%,92%,99%,95%,90%,100%,100%,100%,100%,93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,18:08,0,1,13.0,0,0,12.0,0,0,11.0,0,0,9.0,9:00,20:00,11.0,,22:00,9:00,21:00,12.0,,,9:00,20:00,11.0,,,9:00,18:00,9.0,,,1,1,0,0,NONE,55.14857143,71.9,51.6,0.04,364764,369664,297371,223578,35662636,35674236,28740529,21797822,1600,1000,1,15:00,,1,19:00,,1,20:00,,1,21:00,,1,20:00,,1,19:00,,0,,
2016-02-04,37.0,,WINTER,4,0,0,,0,0,WINTER,79.72,57.63,68.68,0,0,0,,0,96%,99%,100%,92%,99%,95%,90%,100%,100%,100%,100%,93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,18:08,0,0,12.0,1,0,13.0,0,0,11.0,0,0,8.0,9:00,21:00,12.0,,,9:00,21:00,12.0,8:00,,9:00,20:00,11.0,,,9:00,17:00,8.0,,,1,1,0,0,NONE,54.27571429,72.0,51.8,0.04,363664,369664,297371,223578,35657136,35674236,28740529,21797822,1600,1000,1,15:00,,2,19:00,21:00,1,20:00,,1,21:00,,1,20:00,,1,19:00,,0,,
2016-02-05,19.333333333333332,,WINTER,3,2,0,,0,0,WINTER,60.21,45.98,53.1,0,0,0,,0,93%,96%,99%,80%,97%,90%,86%,86%,100%,100%,100%,91%,100%,95%,100%,100%,100%,100%,100%,100%,95%,100%,18:09,1,0,16.0,0,0,12.0,0,1,13.5,0,0,10.5,9:00,0:00,15.0,8:00,,9:00,21:00,12.0,,,9:00,20:30,11.5,,22:30,9:00,19:30,10.5,,,1,1,0,0,NONE,52.48071429,72.1,52.0,0.04,363664,369664,297371,223578,35657136,35674236,28740529,21797822,1600,1000,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,20:00,,2,19:00,21:00,0,,
2016-02-06,24.0,,WINTER,2,2,0,,0,0,WINTER,64.88,48.94,56.91,0,0,1,,0,93%,96%,99%,80%,97%,90%,86%,86%,100%,100%,100%,91%,100%,95%,100%,100%,100%,100%,100%,100%,95%,100%,18:10,0,0,17.0,0,0,12.0,0,0,12.0,1,0,12.0,8:00,1:00,17.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,,,9:00,20:00,11.0,8:00,,1,1,0,0,NONE,52.34071429,72.2,52.1,0.04,363664,369664,297371,223578,35657136,35674236,28740529,21797822,1600,1000,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,20:00,,2,19:00,21:00,0,,
2016-02-07,16.0,,MARDI GRAS,0,0,1,,0,0,MARDI GRAS,58.77,45.09,51.93,0,0,0,,0,83%,93%,98%,79%,96%,84%,65%,85%,100%,97%,96%,76%,100%,93%,94%,100%,100%,100%,100%,100%,100%,100%,18:11,0,0,15.0,0,0,12.0,1,0,12.5,0,0,12.0,9:00,0:00,15.0,,,9:00,21:00,12.0,,,9:00,20:30,11.5,8:00,,8:00,20:00,12.0,,,1,1,0,0,NONE,53.99285714,72.2,52.3,0.03,363664,372064,297871,223578,35657136,35679036,28741529,21797822,1600,1000,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,20:00,,2,19:00,21:00,0,,
2016-02-08,27.0,,MARDI GRAS,2,2,0,,0,0,MARDI GRAS,65.28,40.05,52.67,0,0,0,,0,83%,93%,98%,79%,96%,84%,65%,85%,100%,97%,96%,76%,100%,93%,94%,100%,100%,100%,100%,100%,100%,100%,18:11,0,0,15.0,0,0,12.0,0,0,11.0,1,0,11.0,9:00,0:00,15.0,,,9:00,21:00,12.0,,,9:00,20:00,11.0,,,9:00,19:00,10.0,8:00,,1,1,0,0,NONE,52.38642857,72.3,52.5,0.08,363664,372064,297871,223578,35657136,35679036,28741529,21797822,1600,1000,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,20:00,,1,19:00,,0,,
2016-02-10,18.0,,MARDI GRAS,0,1,1,,0,0,MARDI GRAS,60.12,41.19,50.66,0,0,0,,0,95%,98%,99%,92%,98%,94%,90%,100%,100%,97%,96%,93%,100%,93%,100%,100%,100%,100%,100%,100%,100%,100%,18:13,0,1,15.0,0,0,12.0,0,0,11.0,0,0,9.5,9:00,22:00,13.0,,0:00,9:00,21:00,12.0,,,9:00,20:00,11.0,,,9:00,18:30,9.5,,,1,1,0,0,NONE,52.02928571,72.5,52.8,0.12,363664,372064,297871,223578,35657136,35679036,28741529,21797822,1600,1000,1,15:00,,2,20:00,22:00,1,21:00,,1,21:00,,1,20:00,,1,19:00,,0,,
2016-02-11,44.333333333333336,,PRESIDENTS WEEK,2,0,0,,0,0,PRESIDENTS WEEK,65.37,38.12,51.75,0,0,0,,0,95%,98%,99%,92%,98%,94%,90%,100%,100%,97%,96%,93%,100%,93%,100%,100%,100%,100%,100%,100%,100%,100%,18:14,0,0,14.0,1,0,13.0,0,0,11.0,0,0,9.5,9:00,23:00,14.0,,,9:00,21:00,12.0,8:00,,9:00,20:00,11.0,,,9:00,18:30,9.5,,,1,1,0,0,NONE,50.91285714,72.6,53.0,0.08,363664,372064,297871,223578,35657136,35679036,28741529,21797822,1600,1000,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,20:00,,1,19:00,,0,,
2016-02-12,37.5,,PRESIDENTS WEEK,3,0,0,,0,0,PRESIDENTS WEEK,74.78,44.49,59.64,0,0,0,,0,87%,91%,97%,75%,93%,84%,77%,91%,100%,86%,88%,85%,100%,93%,93%,97%,97%,83%,0%,78%,99%,100%,18:14,1,0,16.0,0,0,12.0,0,1,13.5,0,0,10.5,9:00,0:00,15.0,8:00,,9:00,21:00,12.0,,,9:00,20:30,11.5,,22:30,9:00,19:30,10.5,,,1,1,0,0,NONE,52.80642857,72.7,53.1,0.12,362864,372064,297871,223578,35651536,35679036,28741529,21797822,1600,1000,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,20:00,,2,19:00,21:00,0,,
2016-02-13,42.0,,PRESIDENTS WEEK,2,4,0,,0,0,PRESIDENTS WEEK,69.27,50.61,59.94,0,0,1,,0,87%,91%,97%,75%,93%,84%,77%,91%,100%,86%,88%,85%,100%,93%,93%,97%,97%,83%,0%,78%,99%,100%,18:15,0,0,17.0,0,0,13.0,0,0,12.5,1,0,13.0,8:00,1:00,17.0,,,8:00,21:00,13.0,,,8:00,20:30,12.5,,,8:00,20:00,12.0,7:00,,1,1,0,0,NONE,51.16142857,72.8,53.3,0.12,362864,372064,297871,223578,35651536,35679036,28741529,21797822,1600,1000,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,20:00,,2,19:00,21:00,0,,
2016-02-14,20.2,,PRESIDENTS WEEK,0,4,1,,0,0,PRESIDENTS WEEK,69.4,45.72,57.56,0,0,0,,0,10%,11%,18%,1%,14%,6%,0%,17%,29%,9%,12%,3%,13%,19%,37%,0%,0%,0%,0%,0%,14%,5%,18:16,0,0,16.0,0,0,13.0,1,0,13.5,0,0,12.0,8:00,0:00,16.0,,,8:00,21:00,13.0,,,8:00,20:30,12.5,7:00,,8:00,20:00,12.0,,,1,1,0,0,NONE,48.6,73.0,53.4,0.11,362864,372064,297871,223578,35651536,35679036,28741529,21797822,1600,1000,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,20:00,,2,19:00,21:00,0,,
2016-02-15,22.0,,PRESIDENTS WEEK,0,1,1,,0,0,PRESIDENTS WEEK,73.87,53.34,63.61,0,0,0,,0,10%,11%,18%,1%,14%,6%,0%,17%,29%,9%,12%,3%,13%,19%,37%,0%,0%,0%,0%,0%,14%,5%,18:16,0,0,15.0,0,0,12.0,0,0,12.0,1,0,12.0,9:00,0:00,15.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,,,9:00,20:00,11.0,8:00,,1,1,0,0,NONE,52.14571429,73.1,53.6,0.12,362864,372064,297871,223578,35651536,35679036,28741529,21797822,1600,1000,1,15:00,,2,20:00,22:00,1,21:00,,1,21:00,,1,20:00,,2,19:00,21:00,0,,
